Customer_ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
CUST_01234,113,1,360.41,3,1,3,313,Regular
CUST_01235,40,1,597.3,4,1,3,413,Regular
CUST_01236,350,1,26.080000000000002,1,1,1,111,At Risk
CUST_01237,234,1,151.94,2,1,2,212,Regular
CUST_01238,393,1,268.04999999999995,1,1,2,112,At Risk
CUST_01239,173,1,2323.79,3,1,4,314,Regular
CUST_01240,336,1,1125.36,1,1,4,114,At Risk
CUST_01241,120,1,612.05,3,1,3,313,Regular
CUST_01242,375,1,2825.2999999999997,1,1,4,114,At Risk
CUST_01243,315,1,265.54999999999995,2,1,2,212,Regular
CUST_01244,28,1,115.85999999999999,4,1,1,411,Regular
CUST_01245,379,1,180.46,1,1,2,112,At Risk
CUST_01246,415,1,482.33,1,1,3,113,At Risk
CUST_01247,421,1,118.78,1,1,1,111,At Risk
CUST_01248,367,1,51.34,1,1,1,111,At Risk
CUST_01249,46,1,178.71,4,1,2,412,Regular
CUST_01250,294,1,596.62,2,1,3,213,Regular
CUST_01251,147,1,407.16999999999996,3,2,3,323,Regular
CUST_01252,68,1,267.92,4,2,2,422,Regular
CUST_01253,29,1,206.08,4,2,2,422,Regular
CUST_01254,160,1,1438.0,3,2,4,324,Regular
CUST_01255,304,1,50.79,2,2,1,221,Regular
CUST_01256,227,1,425.12,2,2,3,223,Regular
CUST_01257,388,1,209.6,1,2,2,122,At Risk
CUST_01258,212,1,697.11,3,2,3,323,Regular
CUST_01259,99,1,359.39,4,2,3,423,Regular
CUST_01260,296,1,557.95,2,2,3,223,Regular
CUST_01261,93,1,275.34000000000003,4,2,2,422,Regular
CUST_01262,245,1,366.29,2,2,3,223,Regular
CUST_01263,312,1,123.19,2,2,2,222,Regular
CUST_01264,195,1,2277.01,3,2,4,324,Regular
CUST_01265,175,1,72.04,3,2,1,321,Regular
CUST_01266,199,1,820.7,3,2,3,323,Regular
CUST_01267,227,1,1900.24,2,2,4,224,Regular
CUST_01268,410,1,1940.05,1,2,4,124,At Risk
CUST_01269,145,1,31.18,3,2,1,321,Regular
CUST_01270,431,1,1633.66,1,2,4,124,At Risk
CUST_01271,230,1,84.09,2,2,1,221,Regular
CUST_01272,75,1,266.37,4,2,2,422,Regular
CUST_01273,286,1,36.43,2,2,1,221,Regular
CUST_01274,142,1,324.46,3,2,2,322,Regular
CUST_01275,323,1,268.35,2,2,2,222,Regular
CUST_01276,438,1,47.45,1,2,1,121,At Risk
CUST_01277,405,1,473.53999999999996,1,2,3,123,At Risk
CUST_01278,334,1,220.68,1,2,2,122,At Risk
CUST_01279,106,1,753.94,4,2,3,423,Regular
CUST_01280,23,1,3717.21,4,2,4,424,Regular
CUST_01281,11,1,609.76,4,2,3,423,Regular
CUST_01282,157,1,180.57,3,2,2,322,Regular
CUST_01283,151,1,210.28,3,2,2,322,Regular
CUST_01284,441,1,157.4,1,2,2,122,At Risk
CUST_01285,60,1,6483.16,4,2,4,424,Regular
CUST_01286,107,1,2534.18,4,2,4,424,Regular
CUST_01287,31,1,230.49,4,2,2,422,Regular
CUST_01288,314,1,71.42999999999999,2,2,1,221,Regular
CUST_01289,156,1,311.8,3,2,2,322,Regular
CUST_01290,431,1,358.31,1,2,3,123,At Risk
CUST_01291,61,1,174.0,4,2,2,422,Regular
CUST_01292,64,1,114.3,4,2,1,421,Regular
CUST_01293,362,1,843.7,1,2,3,123,At Risk
CUST_01294,211,1,316.48,3,2,2,322,Regular
CUST_01295,186,1,1633.04,3,2,4,324,Regular
CUST_01296,118,1,123.96,3,2,2,322,Regular
CUST_01297,225,1,458.75,2,2,3,223,Regular
CUST_01298,309,1,172.77,2,2,2,222,Regular
CUST_01299,359,1,1237.58,1,2,4,124,At Risk
CUST_01300,152,1,404.90000000000003,3,2,3,323,Regular
CUST_01301,228,1,216.5,2,2,2,222,Regular
CUST_01302,126,1,49.98,3,2,1,321,Regular
CUST_01303,35,1,554.48,4,2,3,423,Regular
CUST_01304,200,1,65.55,3,2,1,321,Regular
CUST_01305,405,1,365.78,1,2,3,123,At Risk
CUST_01306,211,1,599.5799999999999,3,2,3,323,Regular
CUST_01307,273,1,1220.46,2,2,4,224,Regular
CUST_01308,242,1,22.150000000000002,2,2,1,221,Regular
CUST_01309,281,1,611.25,2,2,3,223,Regular
CUST_01310,287,1,1737.88,2,2,4,224,Regular
CUST_01311,108,1,1289.76,4,2,4,424,Regular
CUST_01312,398,1,3697.99,1,2,4,124,At Risk
CUST_01313,12,1,124.71000000000001,4,2,2,422,Regular
CUST_01314,369,1,520.3499999999999,1,2,3,123,At Risk
CUST_01315,283,1,68.87,2,2,1,221,Regular
CUST_01316,241,1,3361.82,2,2,4,224,Regular
CUST_01317,96,1,1799.52,4,2,4,424,Regular
CUST_01318,198,1,75.88,3,2,1,321,Regular
CUST_01319,304,1,513.79,2,2,3,223,Regular
CUST_01320,112,1,157.97,4,2,2,422,Regular
CUST_01321,246,1,135.3,2,2,2,222,Regular
CUST_01322,35,1,628.34,4,2,3,423,Regular
CUST_01323,62,1,313.52,4,2,2,422,Regular
CUST_01324,170,1,168.42000000000002,3,2,2,322,Regular
CUST_01325,433,1,261.21,1,2,2,122,At Risk
CUST_01326,219,1,428.18,3,2,3,323,Regular
CUST_01327,406,1,167.26,1,2,2,122,At Risk
CUST_01328,290,1,437.65000000000003,2,2,3,223,Regular
CUST_01329,322,1,227.05,2,2,2,222,Regular
CUST_01330,286,1,3989.15,2,2,4,224,Regular
CUST_01331,392,1,283.94,1,2,2,122,At Risk
CUST_01332,56,1,770.56,4,2,3,423,Regular
CUST_01333,245,1,49.14,2,2,1,221,Regular
CUST_01334,9,1,7133.58,4,2,4,424,Regular
CUST_01335,188,1,184.64,3,2,2,322,Regular
CUST_01336,29,1,334.9,4,2,2,422,Regular
CUST_01337,451,1,54.28,1,2,1,121,At Risk
CUST_01338,115,1,2692.55,3,2,4,324,Regular
CUST_01339,6,1,1186.29,4,2,4,424,Regular
CUST_01340,174,1,474.92,3,2,3,323,Regular
CUST_01341,215,1,730.24,3,2,3,323,Regular
CUST_01342,240,1,600.3,2,2,3,223,Regular
CUST_01343,424,1,139.06,1,2,2,122,At Risk
CUST_01344,355,1,406.49,1,2,3,123,At Risk
CUST_01345,186,1,1260.33,3,2,4,324,Regular
CUST_01346,266,1,540.9000000000001,2,2,3,223,Regular
CUST_01347,133,1,145.31,3,2,2,322,Regular
CUST_01348,64,1,791.89,4,2,3,423,Regular
CUST_01349,196,1,4802.12,3,2,4,324,Regular
CUST_01350,131,1,258.29,3,2,2,322,Regular
CUST_01351,225,1,320.35,2,2,2,222,Regular
CUST_01352,62,1,484.34000000000003,4,2,3,423,Regular
CUST_01353,425,1,606.28,1,2,3,123,At Risk
CUST_01354,347,1,1438.22,1,2,4,124,At Risk
CUST_01355,315,1,2955.99,2,2,4,224,Regular
CUST_01356,170,1,1089.66,3,2,4,324,Regular
CUST_01357,384,1,109.12,1,2,1,121,At Risk
CUST_01358,304,1,125.46999999999998,2,2,2,222,Regular
CUST_01359,227,1,847.8000000000001,2,2,3,223,Regular
CUST_01360,1,1,99.46,4,2,1,421,Regular
CUST_01361,94,1,250.4,4,2,2,422,Regular
CUST_01362,203,1,155.56,3,2,2,322,Regular
CUST_01363,389,1,2098.14,1,2,4,124,At Risk
CUST_01364,437,1,251.11,1,2,2,122,At Risk
CUST_01365,129,1,602.17,3,2,3,323,Regular
CUST_01366,140,1,283.62,3,2,2,322,Regular
CUST_01367,42,1,296.81,4,2,2,422,Regular
CUST_01368,329,1,560.75,2,2,3,223,Regular
CUST_01369,88,1,54.75,4,2,1,421,Regular
CUST_01370,370,1,507.8,1,2,3,123,At Risk
CUST_01371,292,1,1701.39,2,2,4,224,Regular
CUST_01372,169,1,103.87,3,2,1,321,Regular
CUST_01373,444,1,50.54,1,2,1,121,At Risk
CUST_01374,169,1,77.78,3,2,1,321,Regular
CUST_01375,243,1,3725.7000000000003,2,2,4,224,Regular
CUST_01376,404,1,149.09,1,2,2,122,At Risk
CUST_01377,336,1,153.58,1,2,2,122,At Risk
CUST_01378,21,1,866.76,4,2,3,423,Regular
CUST_01379,393,1,470.4,1,2,3,123,At Risk
CUST_01380,215,1,148.78,3,2,2,322,Regular
CUST_01381,391,1,124.68,1,2,2,122,At Risk
CUST_01382,120,1,259.86,3,2,2,322,Regular
CUST_01383,25,1,223.66,4,2,2,422,Regular
CUST_01384,373,1,74.45,1,2,1,121,At Risk
CUST_01385,196,1,49.94,3,2,1,321,Regular
CUST_01386,85,1,200.93,4,2,2,422,Regular
CUST_01387,302,1,306.31,2,2,2,222,Regular
CUST_01388,191,1,198.02,3,2,2,322,Regular
CUST_01389,90,1,140.1,4,2,2,422,Regular
CUST_01390,312,1,109.94,2,2,1,221,Regular
CUST_01391,239,1,1498.4,2,2,4,224,Regular
CUST_01392,24,1,140.92,4,2,2,422,Regular
CUST_01393,204,1,2673.83,3,2,4,324,Regular
CUST_01394,210,1,280.56,3,2,2,322,Regular
CUST_01395,327,1,722.14,2,2,3,223,Regular
CUST_01396,218,1,81.07,3,2,1,321,Regular
CUST_01397,169,1,269.38,3,2,2,322,Regular
CUST_01398,377,1,3459.43,1,2,4,124,At Risk
CUST_01399,255,1,144.74,2,2,2,222,Regular
CUST_01400,354,1,92.39000000000001,1,2,1,121,At Risk
CUST_01401,145,1,1846.36,3,2,4,324,Regular
CUST_01402,191,1,454.16,3,2,3,323,Regular
CUST_01403,69,1,487.08,4,2,3,423,Regular
CUST_01404,1,1,233.46,4,2,2,422,Regular
CUST_01405,382,1,955.72,1,2,3,123,At Risk
CUST_01406,9,1,136.19,4,2,2,422,Regular
CUST_01407,416,1,271.66,1,2,2,122,At Risk
CUST_01408,310,1,2209.23,2,2,4,224,Regular
CUST_01409,56,1,371.04,4,2,3,423,Regular
CUST_01410,47,1,202.3,4,2,2,422,Regular
CUST_01411,14,1,228.3,4,2,2,422,Regular
CUST_01412,239,1,172.64,2,2,2,222,Regular
CUST_01413,277,1,1066.74,2,2,4,224,Regular
CUST_01414,48,1,119.27,4,2,1,421,Regular
CUST_01415,192,1,15.73,3,2,1,321,Regular
CUST_01416,315,1,30.54,2,2,1,221,Regular
CUST_01417,31,1,265.1,4,2,2,422,Regular
CUST_01418,450,1,41.21,1,2,1,121,At Risk
CUST_01419,307,1,102.22,2,2,1,221,Regular
CUST_01420,80,1,102.9,4,2,1,421,Regular
CUST_01421,299,1,1361.17,2,2,4,224,Regular
CUST_01422,23,1,3275.64,4,2,4,424,Regular
CUST_01423,151,1,80.11,3,2,1,321,Regular
CUST_01424,155,1,227.36,3,2,2,322,Regular
CUST_01425,114,1,1889.26,3,2,4,324,Regular
CUST_01426,201,1,649.88,3,2,3,323,Regular
CUST_01427,8,1,988.1999999999999,4,2,4,424,Regular
CUST_01428,375,1,583.2,1,2,3,123,At Risk
CUST_01429,223,1,1964.52,3,2,4,324,Regular
CUST_01430,176,1,74.19,3,2,1,321,Regular
CUST_01431,204,1,54.73,3,2,1,321,Regular
CUST_01432,275,1,24.69,2,2,1,221,Regular
CUST_01433,281,1,99.94,2,2,1,221,Regular
CUST_01434,169,1,1731.75,3,2,4,324,Regular
CUST_01435,61,1,6291.0,4,2,4,424,Regular
CUST_01436,173,1,989.72,3,2,4,324,Regular
CUST_01437,258,1,628.11,2,2,3,223,Regular
CUST_01438,218,1,3503.9799999999996,3,2,4,324,Regular
CUST_01439,287,1,299.76,2,2,2,222,Regular
CUST_01440,6,1,29.22,4,2,1,421,Regular
CUST_01441,355,1,790.25,1,2,3,123,At Risk
CUST_01442,94,1,67.86,4,2,1,421,Regular
CUST_01443,329,1,2303.77,2,2,4,224,Regular
CUST_01444,159,1,371.2,3,2,3,323,Regular
CUST_01445,255,1,18.18,2,2,1,221,Regular
CUST_01446,332,1,766.43,2,2,3,223,Regular
CUST_01447,13,1,51.559999999999995,4,2,1,421,Regular
CUST_01448,54,1,109.7,4,2,1,421,Regular
CUST_01449,241,1,292.46999999999997,2,2,2,222,Regular
CUST_01450,429,1,3630.11,1,2,4,124,At Risk
CUST_01451,289,1,3825.02,2,2,4,224,Regular
CUST_01452,70,1,124.16,4,2,2,422,Regular
CUST_01453,209,1,2542.78,3,2,4,324,Regular
CUST_01454,90,1,216.61,4,2,2,422,Regular
CUST_01455,36,1,128.13,4,2,2,422,Regular
CUST_01456,256,1,567.28,2,2,3,223,Regular
CUST_01457,254,1,246.89,2,2,2,222,Regular
CUST_01458,112,1,1332.1399999999999,4,2,4,424,Regular
CUST_01459,46,1,952.55,4,2,3,423,Regular
CUST_01460,31,1,387.74,4,2,3,423,Regular
CUST_01461,118,1,335.45,3,2,2,322,Regular
CUST_01462,374,1,1762.3,1,2,4,124,At Risk
CUST_01463,198,1,167.25,3,2,2,322,Regular
CUST_01464,433,1,159.16,1,2,2,122,At Risk
CUST_01465,387,1,197.25,1,2,2,122,At Risk
CUST_01466,194,1,577.2,3,2,3,323,Regular
CUST_01467,149,1,1142.85,3,2,4,324,Regular
CUST_01468,282,1,333.2,2,2,2,222,Regular
CUST_01469,6,1,160.15,4,2,2,422,Regular
CUST_01470,400,1,1041.73,1,2,4,124,At Risk
CUST_01471,4,1,529.58,4,2,3,423,Regular
CUST_01472,19,1,1439.69,4,2,4,424,Regular
CUST_01473,226,1,1968.83,2,2,4,224,Regular
CUST_01474,400,1,266.75,1,2,2,122,At Risk
CUST_01475,182,1,596.12,3,2,3,323,Regular
CUST_01476,218,1,404.28999999999996,3,2,3,323,Regular
CUST_01477,444,1,214.26,1,2,2,122,At Risk
CUST_01478,82,1,108.44,4,2,1,421,Regular
CUST_01479,378,1,845.25,1,2,3,123,At Risk
CUST_01480,242,1,3433.37,2,2,4,224,Regular
CUST_01481,6,1,33.48,4,2,1,421,Regular
CUST_01482,116,1,842.39,3,2,3,323,Regular
CUST_01483,372,1,340.45000000000005,1,2,3,123,At Risk
CUST_01484,413,1,996.79,1,2,4,124,At Risk
CUST_01485,211,1,141.07999999999998,3,2,2,322,Regular
CUST_01486,51,1,97.46,4,2,1,421,Regular
CUST_01487,316,1,3045.68,2,2,4,224,Regular
CUST_01488,278,1,2780.35,2,2,4,224,Regular
CUST_01489,132,1,106.17,3,2,1,321,Regular
CUST_01490,97,1,179.43,4,2,2,422,Regular
CUST_01491,248,1,350.68,2,2,3,223,Regular
CUST_01492,119,1,183.3,3,2,2,322,Regular
CUST_01493,410,1,200.88,1,2,2,122,At Risk
CUST_01494,15,1,474.06,4,2,3,423,Regular
CUST_01495,283,1,45.400000000000006,2,2,1,221,Regular
CUST_01496,15,1,75.51,4,2,1,421,Regular
CUST_01497,106,1,67.64,4,2,1,421,Regular
CUST_01498,12,1,2470.44,4,2,4,424,Regular
CUST_01499,178,1,179.31,3,2,2,322,Regular
CUST_01500,257,1,58.16,2,2,1,221,Regular
CUST_01501,289,1,4051.08,2,2,4,224,Regular
CUST_01502,131,1,1159.3899999999999,3,2,4,324,Regular
CUST_01503,84,1,216.39,4,2,2,422,Regular
CUST_01504,63,1,1897.1,4,2,4,424,Regular
CUST_01505,202,1,654.0699999999999,3,2,3,323,Regular
CUST_01506,5,1,30.229999999999997,4,2,1,421,Regular
CUST_01507,174,1,43.56,3,2,1,321,Regular
CUST_01508,433,1,2079.0,1,2,4,124,At Risk
CUST_01509,135,1,1182.84,3,2,4,324,Regular
CUST_01510,416,1,58.63,1,2,1,121,At Risk
CUST_01511,331,1,141.87,2,2,2,222,Regular
CUST_01512,128,1,674.8599999999999,3,2,3,323,Regular
CUST_01513,101,1,323.22,4,2,2,422,Regular
CUST_01514,304,1,5803.08,2,2,4,224,Regular
CUST_01515,335,1,3102.36,1,2,4,124,At Risk
CUST_01516,69,1,453.89,4,2,3,423,Regular
CUST_01517,405,1,959.12,1,2,3,123,At Risk
CUST_01518,229,1,2782.36,2,2,4,224,Regular
CUST_01519,401,1,19.61,1,2,1,121,At Risk
CUST_01520,62,1,37.54,4,2,1,421,Regular
CUST_01521,127,1,118.99999999999999,3,2,1,321,Regular
CUST_01522,91,1,1277.3,4,2,4,424,Regular
CUST_01523,5,1,42.77,4,2,1,421,Regular
CUST_01524,400,1,511.01,1,2,3,123,At Risk
CUST_01525,224,1,178.76,2,2,2,222,Regular
CUST_01526,366,1,169.92000000000002,1,2,2,122,At Risk
CUST_01527,96,1,65.91,4,2,1,421,Regular
CUST_01528,298,1,510.29,2,2,3,223,Regular
CUST_01529,437,1,8958.5,1,2,4,124,At Risk
CUST_01530,428,1,4879.14,1,2,4,124,At Risk
CUST_01531,285,1,325.34000000000003,2,2,2,222,Regular
CUST_01532,44,1,169.18,4,2,2,422,Regular
CUST_01533,423,1,222.64,1,2,2,122,At Risk
CUST_01534,301,1,247.05,2,2,2,222,Regular
CUST_01535,268,1,617.64,2,2,3,223,Regular
CUST_01536,260,1,452.51000000000005,2,2,3,223,Regular
CUST_01537,231,1,2221.04,2,2,4,224,Regular
CUST_01538,377,1,1851.3999999999999,1,2,4,124,At Risk
CUST_01539,326,1,1549.8599999999997,2,2,4,224,Regular
CUST_01540,180,1,145.64,3,2,2,322,Regular
CUST_01541,241,1,1306.92,2,2,4,224,Regular
CUST_01542,162,1,191.72,3,2,2,322,Regular
CUST_01543,102,1,581.44,4,2,3,423,Regular
CUST_01544,46,1,1898.04,4,2,4,424,Regular
CUST_01545,359,1,59.02,1,2,1,121,At Risk
CUST_01546,364,1,745.3499999999999,1,2,3,123,At Risk
CUST_01547,362,1,29.91,1,2,1,121,At Risk
CUST_01548,411,1,247.56,1,2,2,122,At Risk
CUST_01549,139,1,1880.1100000000001,3,2,4,324,Regular
CUST_01550,6,1,234.96,4,2,2,422,Regular
CUST_01551,256,1,604.45,2,2,3,223,Regular
CUST_01552,134,1,39.39,3,2,1,321,Regular
CUST_01553,102,1,922.7400000000001,4,2,3,423,Regular
CUST_01554,328,1,2062.96,2,2,4,224,Regular
CUST_01555,197,1,20.18,3,2,1,321,Regular
CUST_01556,153,1,3531.45,3,2,4,324,Regular
CUST_01557,378,1,7990.67,1,2,4,124,At Risk
CUST_01558,333,1,432.55,1,2,3,123,At Risk
CUST_01559,215,1,604.72,3,2,3,323,Regular
CUST_01560,125,1,20.11,3,2,1,321,Regular
CUST_01561,321,1,1904.37,2,2,4,224,Regular
CUST_01562,216,1,191.78,3,2,2,322,Regular
CUST_01563,321,1,681.3,2,2,3,223,Regular
CUST_01564,110,1,91.73,4,2,1,421,Regular
CUST_01565,447,1,560.8,1,2,3,123,At Risk
CUST_01566,40,1,2043.44,4,2,4,424,Regular
CUST_01567,213,1,650.68,3,2,3,323,Regular
CUST_01568,304,1,430.77000000000004,2,2,3,223,Regular
CUST_01569,105,1,148.12,4,2,2,422,Regular
CUST_01570,172,1,165.18,3,2,2,322,Regular
CUST_01571,371,1,199.45,1,2,2,122,At Risk
CUST_01572,414,1,373.84,1,2,3,123,At Risk
CUST_01573,225,1,284.06,2,2,2,222,Regular
CUST_01574,275,1,461.26,2,2,3,223,Regular
CUST_01575,151,1,2470.9,3,2,4,324,Regular
CUST_01576,298,1,2085.9,2,2,4,224,Regular
CUST_01577,124,1,89.46,3,2,1,321,Regular
CUST_01578,234,1,161.48000000000002,2,2,2,222,Regular
CUST_01579,98,1,286.26,4,2,2,422,Regular
CUST_01580,323,1,298.34,2,2,2,222,Regular
CUST_01581,218,1,1966.96,3,2,4,324,Regular
CUST_01582,19,1,812.0999999999999,4,2,3,423,Regular
CUST_01583,297,1,730.66,2,2,3,223,Regular
CUST_01584,350,1,1020.5500000000001,1,2,4,124,At Risk
CUST_01585,255,1,1093.16,2,2,4,224,Regular
CUST_01586,15,1,3309.76,4,2,4,424,Regular
CUST_01587,204,1,114.52,3,2,1,321,Regular
CUST_01588,397,1,154.35,1,2,2,122,At Risk
CUST_01589,330,1,137.6,2,2,2,222,Regular
CUST_01590,256,1,146.96,2,2,2,222,Regular
CUST_01591,159,1,60.04,3,2,1,321,Regular
CUST_01592,268,1,125.85000000000001,2,2,2,222,Regular
CUST_01593,157,1,679.25,3,2,3,323,Regular
CUST_01594,300,1,1176.54,2,2,4,224,Regular
CUST_01595,93,1,284.59999999999997,4,2,2,422,Regular
CUST_01596,300,1,8.92,2,2,1,221,Regular
CUST_01597,440,1,688.33,1,2,3,123,At Risk
CUST_01598,27,1,283.44,4,2,2,422,Regular
CUST_01599,114,1,1298.46,3,2,4,324,Regular
CUST_01600,249,1,903.92,2,2,3,223,Regular
CUST_01601,311,1,827.26,2,2,3,223,Regular
CUST_01602,447,1,655.1999999999999,1,2,3,123,At Risk
CUST_01603,162,1,6475.94,3,2,4,324,Regular
CUST_01604,9,1,105.03,4,2,1,421,Regular
CUST_01605,100,1,218.82,4,2,2,422,Regular
CUST_01606,53,1,65.48,4,2,1,421,Regular
CUST_01607,70,1,240.82999999999998,4,2,2,422,Regular
CUST_01608,426,1,706.29,1,2,3,123,At Risk
CUST_01609,141,1,1967.6100000000001,3,2,4,324,Regular
CUST_01610,70,1,276.84999999999997,4,2,2,422,Regular
CUST_01611,197,1,368.22,3,2,3,323,Regular
CUST_01612,25,1,473.7,4,2,3,423,Regular
CUST_01613,305,1,191.38,2,2,2,222,Regular
CUST_01614,54,1,2388.48,4,2,4,424,Regular
CUST_01615,42,1,57.66,4,2,1,421,Regular
CUST_01616,334,1,20.29,1,2,1,121,At Risk
CUST_01617,141,1,77.65,3,2,1,321,Regular
CUST_01618,41,1,542.3,4,2,3,423,Regular
CUST_01619,271,1,294.31,2,2,2,222,Regular
CUST_01620,339,1,207.14,1,2,2,122,At Risk
CUST_01621,126,1,68.27,3,2,1,321,Regular
CUST_01622,354,1,448.51,1,2,3,123,At Risk
CUST_01623,134,1,6055.599999999999,3,2,4,324,Regular
CUST_01624,323,1,101.4,2,2,1,221,Regular
CUST_01625,104,1,186.54,4,2,2,422,Regular
CUST_01626,65,1,564.9,4,2,3,423,Regular
CUST_01627,82,1,115.6,4,2,1,421,Regular
CUST_01628,59,1,41.8,4,2,1,421,Regular
CUST_01629,114,1,58.9,3,2,1,321,Regular
CUST_01630,103,1,1292.08,4,2,4,424,Regular
CUST_01631,22,1,224.04,4,2,2,422,Regular
CUST_01632,381,1,477.56,1,2,3,123,At Risk
CUST_01633,130,1,459.98,3,2,3,323,Regular
CUST_01634,402,1,6185.900000000001,1,2,4,124,At Risk
CUST_01635,130,1,940.8399999999999,3,2,3,323,Regular
CUST_01636,121,1,175.76,3,2,2,322,Regular
CUST_01637,431,1,193.64999999999998,1,2,2,122,At Risk
CUST_01638,293,1,1652.46,2,2,4,224,Regular
CUST_01639,48,1,139.74,4,2,2,422,Regular
CUST_01640,226,1,37.9,2,2,1,221,Regular
CUST_01641,434,1,246.5,1,2,2,122,At Risk
CUST_01642,155,1,796.22,3,2,3,323,Regular
CUST_01643,265,1,49.28,2,2,1,221,Regular
CUST_01644,77,1,615.58,4,2,3,423,Regular
CUST_01645,384,1,29.32,1,2,1,121,At Risk
CUST_01646,405,1,37.24,1,2,1,121,At Risk
CUST_01647,300,1,365.0,2,2,3,223,Regular
CUST_01648,284,1,797.68,2,2,3,223,Regular
CUST_01649,69,1,767.16,4,2,3,423,Regular
CUST_01650,239,1,40.64,2,2,1,221,Regular
CUST_01651,362,1,1835.38,1,2,4,124,At Risk
CUST_01652,349,1,304.29,1,2,2,122,At Risk
CUST_01653,384,1,1409.2,1,2,4,124,At Risk
CUST_01654,49,1,383.69,4,2,3,423,Regular
CUST_01655,175,1,83.67,3,2,1,321,Regular
CUST_01656,3,1,63.46,4,2,1,421,Regular
CUST_01657,264,1,6799.12,2,2,4,224,Regular
CUST_01658,180,1,37.08,3,2,1,321,Regular
CUST_01659,195,1,267.18,3,2,2,322,Regular
CUST_01660,312,1,153.86,2,2,2,222,Regular
CUST_01661,26,1,88.53,4,2,1,421,Regular
CUST_01662,367,1,1192.65,1,2,4,124,At Risk
CUST_01663,320,1,699.84,2,2,3,223,Regular
CUST_01664,29,1,5139.25,4,2,4,424,Regular
CUST_01665,205,1,1499.77,3,2,4,324,Regular
CUST_01666,39,1,53.67,4,2,1,421,Regular
CUST_01667,300,1,188.91,2,2,2,222,Regular
CUST_01668,69,1,37.5,4,2,1,421,Regular
CUST_01669,6,1,455.82,4,2,3,423,Regular
CUST_01670,278,1,87.41,2,2,1,221,Regular
CUST_01671,40,1,1657.25,4,2,4,424,Regular
CUST_01672,393,1,1347.2,1,2,4,124,At Risk
CUST_01673,212,1,127.81,3,2,2,322,Regular
CUST_01674,413,1,75.74,1,2,1,121,At Risk
CUST_01675,379,1,89.88,1,2,1,121,At Risk
CUST_01676,65,1,47.92,4,2,1,421,Regular
CUST_01677,336,1,307.04999999999995,1,2,2,122,At Risk
CUST_01678,11,1,400.0,4,2,3,423,Regular
CUST_01679,105,1,60.01,4,2,1,421,Regular
CUST_01680,81,1,541.64,4,2,3,423,Regular
CUST_01681,106,1,1771.15,4,2,4,424,Regular
CUST_01682,248,1,663.4300000000001,2,2,3,223,Regular
CUST_01683,18,1,12.92,4,2,1,421,Regular
CUST_01684,40,1,1527.54,4,2,4,424,Regular
CUST_01685,166,1,1003.9499999999999,3,2,4,324,Regular
CUST_01686,264,1,6818.969999999999,2,2,4,224,Regular
CUST_01687,405,1,174.0,1,2,2,122,At Risk
CUST_01688,47,1,276.81,4,2,2,422,Regular
CUST_01689,249,1,380.0,2,2,3,223,Regular
CUST_01690,444,1,984.12,1,2,4,124,At Risk
CUST_01691,316,1,238.14,2,2,2,222,Regular
CUST_01692,177,1,513.2,3,2,3,323,Regular
CUST_01693,388,1,506.47,1,2,3,123,At Risk
CUST_01694,219,1,32.68,3,2,1,321,Regular
CUST_01695,263,1,52.48,2,2,1,221,Regular
CUST_01696,107,1,615.75,4,2,3,423,Regular
CUST_01697,68,1,371.12,4,2,3,423,Regular
CUST_01698,107,1,5756.32,4,2,4,424,Regular
CUST_01699,317,1,659.99,2,2,3,223,Regular
CUST_01700,152,1,318.51,3,2,2,322,Regular
CUST_01701,256,1,60.37,2,2,1,221,Regular
CUST_01702,30,1,977.36,4,2,3,423,Regular
CUST_01703,125,1,83.31,3,2,1,321,Regular
CUST_01704,261,1,1473.19,2,2,4,224,Regular
CUST_01705,396,1,835.7800000000001,1,2,3,123,At Risk
CUST_01706,106,1,1059.3,4,2,4,424,Regular
CUST_01707,332,1,584.64,2,2,3,223,Regular
CUST_01708,210,1,148.63,3,2,2,322,Regular
CUST_01709,439,1,86.32,1,2,1,121,At Risk
CUST_01710,134,1,348.27,3,2,3,323,Regular
CUST_01711,164,1,60.96,3,2,1,321,Regular
CUST_01712,284,1,773.6400000000001,2,2,3,223,Regular
CUST_01713,139,1,2484.3900000000003,3,2,4,324,Regular
CUST_01714,338,1,1404.92,1,2,4,124,At Risk
CUST_01715,120,1,105.54,3,2,1,321,Regular
CUST_01716,419,1,31.44,1,2,1,121,At Risk
CUST_01717,126,1,536.47,3,2,3,323,Regular
CUST_01718,30,1,305.32,4,2,2,422,Regular
CUST_01719,214,1,192.42000000000002,3,2,2,322,Regular
CUST_01720,93,1,45.42,4,2,1,421,Regular
CUST_01721,297,1,488.88,2,2,3,223,Regular
CUST_01722,119,1,153.81,3,2,2,322,Regular
CUST_01723,242,1,67.42,2,2,1,221,Regular
CUST_01724,392,1,157.04,1,2,2,122,At Risk
CUST_01725,380,1,375.55,1,2,3,123,At Risk
CUST_01726,428,1,475.66,1,2,3,123,At Risk
CUST_01727,432,1,254.58,1,2,2,122,At Risk
CUST_01728,296,1,462.30000000000007,2,2,3,223,Regular
CUST_01729,199,1,334.89,3,2,2,322,Regular
CUST_01730,392,1,170.25,1,2,2,122,At Risk
CUST_01731,402,1,1865.48,1,2,4,124,At Risk
